Publication Type,Authors,Book Authors,Book Editors,Book Group Authors,Author Full Names,Book Author Full Names,Group Authors,Article Title,Source Title,Book Series Title,Book Series Subtitle,Language,Document Type,Conference Title,Conference Date,Conference Location,Conference Sponsor,Conference Host,Author Keywords,Keywords Plus,Abstract,Addresses,Reprint Addresses,Email Addresses,Researcher Ids,ORCIDs,Funding Orgs,Funding Text,Cited References,Cited Reference Count,"Times Cited, WoS Core","Times Cited, All Databases",180 Day Usage Count,Since 2013 Usage Count,Publisher,Publisher City,Publisher Address,ISSN,eISSN,ISBN,Journal Abbreviation,Journal ISO Abbreviation,Publication Date,Publication Year,Volume,Issue,Part Number,Supplement,Special Issue,Meeting Abstract,Start Page,End Page,Article Number,DOI,Book DOI,Early Access Date,Number of Pages,WoS Categories,Research Areas,IDS Number,UT (Unique WOS ID),Pubmed Id,Open Access Designations,Highly Cited Status,Hot Paper Status,Date of Export,
J,"Vallejos-Cifuentes, P; Ramirez-Gomez, C; Escudero-Atehortua, A; Velasquez, ER",,,,"Vallejos-Cifuentes, Pablo; Ramirez-Gomez, Camilo; Escudero-Atehortua, Ana; Rodriguez Velasquez, Elkin",,,Energy-Aware Production Scheduling in Flow Shop and Job Shop Environments Using a Multi-Objective Genetic Algorithm,ENGINEERING MANAGEMENT JOURNAL,,,English,Article; Proceedings Paper,8th International Conference on Production Research (ICPR),"OCT 27-28, 2016","Pontif Catholic Univ Valparaiso, Valparaiso, CHILE",,Pontif Catholic Univ Valparaiso,Production Scheduling; Energy Efficiency; Flow Shop; Job Shop; Multi-Objective Optimization; Economics of engineering; Strategic and operation management; Systems engineering,MINIMIZE TARDINESS PENALTY; TOTAL WEIGHTED TARDINESS; POWER-CONSUMPTION; OPTIMIZATION; COST; MAKESPAN; SEARCH,"The energy-aware scheduling problem is a multi-objective optimization problem where the main goal is to achieve energy savings without affecting productivity in a manufacturing system. In this work, we present an approach for energy-aware flow shop scheduling problem and energy-aware job shop scheduling problem considering the process speed as the main energy-related decision variable. This approach allows one to set the appropriate process speed for every considered operation in the corresponding machine. When the speed is high, the processing time is short but the energy demand increases, and vice versa. Therefore, two objectives are worked together: a production objective, paired with an energy efficiency objective. A generic elitist multi-objective genetic algorithm was implemented to solve both problems. Results from a simple comparative design of experiments and a nonparametric test show that it is possible to smooth the energy demand profile and obtain reductions that average 19.8% in energy consumption. This helps to reduce peak loads and drops on applied energy sources demand, stabilizing the conversion units operational efficiency across the entire operational time with a minimum effect on the production maximum completion time (makespan).","[Vallejos-Cifuentes, Pablo] Univ Nacl Colombia, Calle 59 63-20, Medellin 050034, Colombia; [Ramirez-Gomez, Camilo] Royal Inst Technol KTH, Stockholm, Sweden; [Escudero-Atehortua, Ana] Univ Pontificia Bolivariana, Mech Engn, Medellin, Colombia; [Rodriguez Velasquez, Elkin] Univ Nacl Colombia, Dept Engn Management, Bogota, Colombia","Vallejos-Cifuentes, P (corresponding author), Univ Nacl Colombia, Calle 59 63-20, Medellin 050034, Colombia.",pevallejosc@unal.edu.co,,"Ramirez Gomez, Camilo/0000-0002-7217-3838; Escudero-Atehortua, Ana/0000-0003-2962-4426","ColcienciasDepartamento Administrativo de Ciencia, Tecnologia e Innovacion Colciencias [1101-543-32101]",The authors acknowledges Colciencias for supporting this research project with code [1101-543-32101].,,56,1,1,2,22,TAYLOR & FRANCIS LTD,ABINGDON,"2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND",1042-9247,2377-0643,,ENG MANAG J,EMJ-Eng. Manag. J.,APR 3,2019,31,2,,,SI,,82,97,,10.1080/10429247.2018.1544798,,,16,"Engineering, Industrial; Management",Engineering; Business & Economics,IC3QQ,WOS:000470876500002,,,,,2021-10-10,
J,"Alashwal, AM; Ann, TS",,,,"Alashwal, Ali Mohammed; Ann, Tan Su",,,Application of home-country joint venture (HJV) for international construction contractors,INTERNATIONAL JOURNAL OF CONSTRUCTION MANAGEMENT,,,English,Article; Early Access,,,,,,Home-country joint venture; international construction; Malaysia,STRATEGIES; ENTRY; FIRMS; PERFORMANCE; KNOWLEDGE; PARTNERS,"Home-country joint venture (HJV) is one of the strategies contractors can use to venture into the international construction market. In this method, contractors from the same country join to undertake a project in a host country. However, this method is not common among contractors compared with other methods. For instance, among many overseas construction projects executed by Malaysian contractors, less than 1% of projects were completed as HJV. The purpose of this paper is to understand why this method is not common and to determine its potential benefits. For this purpose, qualitative interviews were conducted with experts from Malaysian international contractor companies. The findings highlight the reasons why HJV is not common and the factors that facilitate HJV application among contractors. Factors facilitate the application of HJV include develop strategy for partnering, plan for HJV and risk, select the right partner and others. These factors are categorized into three main project management processes, which are HJV planning, HJV execution and HJV monitoring and control. The findings of this paper can promote the application of joint venture among contractors for successful construction projects and sustainable business in the international market.","[Alashwal, Ali Mohammed] Western Sydney Univ, Sch Comp Engn & Math, Sydney, NSW, Australia; [Ann, Tan Su] Univ Malaya, Fac Built Environm, Kuala Lumpur, Malaysia","Alashwal, AM (corresponding author), Western Sydney Univ, Sch Comp Engn & Math, Sydney, NSW, Australia.",a.al-ashwal@westernsydney.edu.au,,,,,,42,3,3,2,9,TAYLOR & FRANCIS LTD,ABINGDON,"2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND",1562-3599,2331-2327,,INT J CONSTR MANAG,Int. J. Constr. Manag.,,,,,,,,,,,,10.1080/15623599.2019.1613209,,JUN 2019,9,Management,Business & Economics,IE5LM,WOS:000472419700001,,,,,2021-10-10,
J,"Pollack-Johnson, B; Liberatore, MJ",,,,"Pollack-Johnson, Bruce; Liberatore, Matthew J.",,,Incorporating quality considerations into project time/cost tradeoff analysis and decision making,IEEE TRANSACTIONS ON ENGINEERING MANAGEMENT,,,English,Article,,,,,,project management; project planning; project scheduling; project time-cost analysis; quality management,ANALYTIC HIERARCHY PROCESS; RESOURCE; PRODUCT,"Existing models and methods of project scheduling implicitly assume uniform quality when evaluating time/cost tradeoffs, but do not model quality explicitly. For a project manager such as a general contractor who subcontracts most tasks of a project, or other project managers who face decisions concerning the level of quality to perform for each task, this is not a realistic assumption. In this paper, we extend the standard discrete time/cost tradeoff problem by assuming that each option for each task is evaluated for its duration, cost, and also its quality. We then provide a mixed integer linear programming model for solving one version of this problem, and illustrate with an example. W next formulate a goal programming mixed integer linear program for a very general version of the problem. This formulation allows for many different definitions of quality, and many combinations of time, cost, and quality goals with preemptive and/or weighted priorities, and is also illustrated with an example. We show how these models can be used to generate quality level curves to illustrate the tradeoffs among time, cost, and quality. These level curves can then be used by project managers to make project scheduling decisions that explicitly model and consider quality as well as time and cost, so that better and more appropriate decisions can be made for a particular situation.","Villanova Univ, Villanova, PA 19085 USA","Pollack-Johnson, B (corresponding author), Villanova Univ, Villanova, PA 19085 USA.",Matthew.Liberatore@villanova.edu,,,,,,31,55,60,1,20,IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC,PISCATAWAY,"445 HOES LANE, PISCATAWAY, NJ 08855 USA",0018-9391,,,IEEE T ENG MANAGE,IEEE Trans. Eng. Manage.,NOV,2006,53,4,,,,,534,542,,10.1109/TEM.2006.883705,,,9,"Business; Engineering, Industrial; Management",Business & Economics; Engineering,101OC,WOS:000241749100005,,,,,2021-10-10,
J,"Tserng, HP; Lin, GF; Tsai, LK; Chen, PC",,,,"Tserng, H. Ping; Lin, Gwo-Fong; Tsai, L. Ken; Chen, Po-Cheng",,,An enforced support vector machine model for construction contractor default prediction,AUTOMATION IN CONSTRUCTION,,,English,Article,,,,,,Contractor analysis; Default prediction; Support vector machine,FINANCIAL DISTRESS PREDICTION; BANKRUPTCY PREDICTION; NEURAL-NETWORKS; DISCRIMINANT-ANALYSIS; COMPANY FAILURE; RATIOS; PERFORMANCE; RISK,"The financial health of construction contractors is critical in successfully completing a project, and thus default prediction is highly concerned by owners and other stakeholders. In other industries many previous studies employ support vector machine (SVM) or other Artificial Neural Networks (ANN) methods for corporate default prediction using the sample-matching method, which produces sample selection biases. In order to avoid the sample selection biases, this paper used all available firm-years samples during the sample period. Yet this brings a new challenge: the number of non-defaulted samples greatly exceeds the defaulted samples, which is referred to as between-class imbalance. Although the SVM algorithm is a powerful learning process, it cannot always be applied to data with extreme distribution characteristics. This paper proposes an enforced support vector machine-based model (ESVM model) for the default prediction in the construction industry, using all available firm-years data in our sample period to solve the between-class imbalance. The traditional logistic regression model is provided as a benchmark to evaluate the forecasting ability of the ESVM model. All financial variables related to the prediction of contractor default risk as well as 7 variables selected by the Multivariate Discriminant Analysis (MDA) stepwise method are put in the models for comparison. The empirical results of this paper show that the ESVM model always outperforms the logistic regression model, and is more convenient to use because it is relatively independent of the selection of variables. Thus, we recommend the proposed ESVM model as an alternative to the traditionally used logistic model. (C) 2011 Elsevier B.V. All rights reserved.","[Tsai, L. Ken] Natl Council Struct Engn Assoc, Taipei 11070, Taiwan; [Tserng, H. Ping; Lin, Gwo-Fong; Chen, Po-Cheng] Natl Taiwan Univ, Dept Civil Engn, Taipei 10764, Taiwan","Tsai, LK (corresponding author), Natl Council Struct Engn Assoc, 7F,37 Tung Hsing Rd, Taipei 11070, Taiwan.",hptserng@ntu.edu.tw; gflin@ntu.edu.tw; p92748014@yahoo.com.tw; f97521714@ntu.edu.tw,,"LIN, Gwo-Fong/0000-0003-3788-8085",,,,58,42,42,1,34,ELSEVIER,AMSTERDAM,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",0926-5805,1872-7891,,AUTOMAT CONSTR,Autom. Constr.,DEC,2011,20,8,,,,,1242,1249,,10.1016/j.autcon.2011.05.007,,,8,"Construction & Building Technology; Engineering, Civil",Construction & Building Technology; Engineering,850HC,WOS:000297184700023,,,,,2021-10-10,
J,"Majid, MZA; McCaffer, R",,,,"Majid, MZA; McCaffer, R",,,Assessment of work performance of maintenance contractors in Saudi Arabia - Discussion,JOURNAL OF MANAGEMENT IN ENGINEERING,,,English,Editorial Material,,,,,,,,,"LOUGHBOROUGH UNIV TECHNOL,DEPT ENGN,LOUGHBOROUGH LE11 3TU,LEICS,ENGLAND","Majid, MZA (corresponding author), LOUGHBOROUGH UNIV TECHNOL,DEPT CIVIL & BLDG ENGN,LOUGHBOROUGH LE11 3TU,LEICS,ENGLAND.",,"Abd. Majid, Muhd Zaimi/J-1436-2012","Abd. Majid, Muhd Zaimi/0000-0001-9207-1508",,,,0,27,27,0,3,ASCE-AMER SOC CIVIL ENGINEERS,NEW YORK,"345 E 47TH ST, NEW YORK, NY 10017-2398",0742-597X,,,J MANAGE ENG,J. Manage. Eng.,SEP-OCT,1997,13,5,,,,,91,91,,10.1061/(ASCE)0742-597X(1997)13:5(91),,,1,"Engineering, Industrial; Engineering, Civil",Engineering,XT627,WOS:A1997XT62700032,,,,,2021-10-10,
J,"Hamta, N; Ehsanifar, M; Sarikhani, J",,,,"Hamta, Nima; Ehsanifar, Mohammad; Sarikhani, Javad",,,Presenting a goal programming model in the time-cost-quality trade-off,INTERNATIONAL JOURNAL OF CONSTRUCTION MANAGEMENT,,,English,Article,,,,,,Goal programming; time-cost-quality trade-off; project management; multi-objective decision model,,"Time, cost and quality are important objectives of each project, which project managers are always looking for completion of them in the shortest possible time, with the lowest cost and highest quality to be succeeded in the projects. One of the main challenges in this case is choosing the right approach to achieve these objectives. In this regard, the most commonly used approach is the use of balancing method. Indeed, using this method can be the most optimal mode of project implementation activities that the lowest and highest quality at the lowest cost, time has obtained. In this paper, a goal programming model is developed to find suitable solutions to manage the cost, time and quality of the project. In order to examine the developed model, a case study has been accomplished in the project implemented by Arak Machine Sazi Company. Computational results show the applicability of the model and the efficiency of proposed method.","[Hamta, Nima] Arak Univ Technol, Dept Mech Engn, Arak, Iran; [Ehsanifar, Mohammad; Sarikhani, Javad] Islamic Azad Univ, Dept Ind Engn, Arak Branch, Arak, Iran","Hamta, N (corresponding author), Arak Univ Technol, Dept Mech Engn, Arak, Iran.",n.hamta@arakut.ac.ir,"Ehsanifar, Mohammad/AAO-4002-2021","Ehsanifar, Mohammad/0000-0001-9817-0881",,,,27,4,4,0,0,TAYLOR & FRANCIS LTD,ABINGDON,"2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND",1562-3599,2331-2327,,INT J CONSTR MANAG,Int. J. Constr. Manag.,JAN 2,2021,21,1,,,,,1,11,,10.1080/15623599.2018.1502930,,,11,Management,Business & Economics,PQ5UY,WOS:000606611800001,,,,,2021-10-10,
J,"El-Sayegh, SM; Basamji, M; Ahmad, AH; Zarif, N",,,,"El-Sayegh, Sameh M.; Basamji, Munir; Ahmad, Ahmad Haj; Zarif, Nizar",,,Key contractor selection criteria for green construction projects in the UAE,INTERNATIONAL JOURNAL OF CONSTRUCTION MANAGEMENT,,,English,Article; Early Access,,,,,,Analytic Hierarchy Process; construction management; contractor selection; sustainability; sustainable construction practices,SUSTAINABLE CONSTRUCTION; MANAGEMENT; MODEL; PREQUALIFICATION; QUALIFICATION; PERFORMANCE,"Selecting the appropriate contractor is of paramount importance to the success of any construction project. This is even more important to green construction projects. There is a noticeable surge in the number of green construction projects. Green construction projects require contractors that have certain capabilities in addition to the traditional capabilities. This article highlights the key criteria for selecting contractors for green construction projects. Twenty criteria were identified based on literature review. These criteria were categorized into five groups: firm characteristics, firm record, commercial and technical bid, environmental and socio-economic. A survey was then developed and sent to professionals from the United Arab Emirates (UAE). The respondents evaluated the selection criteria using pair-wise comparison using the Analytic Hierarchy Process. Forty-eight responses were collected. The results show that the top five criteria are the bid price, energy management, technical bid, proposed time and water management. The results show that sustainability-related criteria (environmental and socio-economic groups) are important with a combined weight of 0.386.","[El-Sayegh, Sameh M.; Basamji, Munir; Ahmad, Ahmad Haj; Zarif, Nizar] Amer Univ Sharjah, Civil Engn Dept, Sharjah, U Arab Emirates","El-Sayegh, SM (corresponding author), Amer Univ Sharjah, Civil Engn Dept, Sharjah, U Arab Emirates.",selsayegh@aus.edu,"El-Sayegh, Sameh/ABE-9076-2020","El-Sayegh, Sameh/0000-0002-9127-0318",,,,60,9,9,2,8,TAYLOR & FRANCIS LTD,ABINGDON,"2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND",1562-3599,2331-2327,,INT J CONSTR MANAG,Int. J. Constr. Manag.,,,,,,,,,,,,10.1080/15623599.2019.1610545,,MAY 2019,11,Management,Business & Economics,IC0BD,WOS:000470624700001,,,,,2021-10-10,
J,"Darvish, M; Yasaei, M; Saeedi, A",,,,"Darvish, Maryam; Yasaei, Mehrdad; Saeedi, Azita",,,Application of the graph theory and matrix methods to contractor ranking,INTERNATIONAL JOURNAL OF PROJECT MANAGEMENT,,,English,Article,,,,,,Contractor selection; Contractor prequalification; Graph theory; Matrix methods,SUPPLIER SELECTION; MODEL; CRITERIA; ANP,"The most important element in construction procurement is the contractor selection, which can result from contractor's ranking. Contractor prequalification is essential in most construction projects.. and the process has been performed by many different methods in practice. In most studies of contractor selection, selection criteria are assumed to be independent of each other. However, these criteria are likely to affect each other. The main purpose of this paper is to show how the graph theory and matrix methods may be served as a decision analysis tool for contractor selection-which is more suitable to be employed in this interdependent relationship framework. This method can be used as a decision support system by project owners in order to identify an eligible contractor to be awarded the contract. (C) 2008 Elsevier Ltd and IPMA. All rights reserved.","[Darvish, Maryam; Yasaei, Mehrdad; Saeedi, Azita] Univ Tehran, Dept Management, Tehran 141556311, Iran","Darvish, M (corresponding author), Univ Tehran, Dept Management, Tehran 141556311, Iran.",mary_dervish@yahoo.com; mehrdad_yasaei@yahoo.com,,"Darvish, Maryam/0000-0002-0929-4864",,,,28,86,89,2,44,ELSEVIER SCI LTD,OXFORD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND",0263-7863,1873-4634,,INT J PROJ MANAG,Int. J. Proj. Manag.,AUG,2009,27,6,,,,,610,619,,10.1016/j.ijproman.2008.10.004,,,10,Management,Business & Economics,468JC,WOS:000267812500008,,,,,2021-10-10,
J,"Oo, BL; Tang, OS",,,,"Oo, Bee Lan; Tang, Oi Shuen",,,Information feedback in construction contract bidding: Perceptions of Hong Kong contractors,INTERNATIONAL JOURNAL OF CONSTRUCTION MANAGEMENT,,,English,Article; Early Access,,,,,,Bidding; construction; feedback; information; tendering,,"Contractors learn from their experiences in which feedback information plays a key role to enable experiential learning in recurrent bidding. However, little is known about how contractors perceive and act in response to varying levels of bidding feedback information from construction clients. Focussing on construction procurement in Hong Kong, this exploratory study examines: (i) the level of bidding information feedback from public, private and quasi-government client groups, and (ii) the sources, types, uses and adequacy of bidding feedback information from these client groups from contractors' perspective. Data was collected using online questionnaire. The results provide strong evidence that the respondents perceive bidding feedback information from the three client groups are inadequate. They have heavily relied on multiple and/or 'unofficial' sources for obtaining bidding feedback information. Nonetheless, there is suggestive evidence of different possible uses of bidding feedback information among the contractors, which could substantially affect bidding outcomes. This study provides a much-needed insight into clients' information feedback conditions and how feedback information might be used by contractors in competitive bidding. The research implication for clients is that they should take into consideration contractors' need for feedback information in their procurement design so as to enhance efficiency in their procurement practices.","[Oo, Bee Lan; Tang, Oi Shuen] UNSW Sydney, Sch Built Environm, Sydney, NSW, Australia","Oo, BL (corresponding author), UNSW Sydney, Sch Built Environm, Sydney, NSW, Australia.",bee.oo@unsw.edu.au,,,,,,35,0,0,0,0,TAYLOR & FRANCIS LTD,ABINGDON,"2-4 PARK SQUARE, MILTON PARK, ABINGDON OR14 4RN, OXON, ENGLAND",1562-3599,2331-2327,,INT J CONSTR MANAG,Int. J. Constr. Manag.,,,,,,,,,,,,10.1080/15623599.2021.1949671,,JUN 2021,9,Management,Business & Economics,TK4HO,WOS:000674121600001,,,,,2021-10-10,
J,"Pan, M; Pan, W",,,,"Pan, Mi; Pan, Wei",,,Understanding the Determinants of Construction Robot Adoption: Perspective of Building Contractors,JOURNAL OF CONSTRUCTION ENGINEERING AND MANAGEMENT,,,English,Article,,,,,,Construction robots; Innovation adoption; Building; Technology-organization-environment,INNOVATION; MODEL; RISE,"Construction robots have emerged as a revolutionary technology for buildings. However, real-world adoption is still limited. Little is known how the decision of adopting construction robots or not is made in organizations, which inhibits the benefits of robots from being fully realized. This paper aims to investigate the determinants affecting construction robot adoption for building works at the organizational level. Drawing on the technology-organization-environment framework, a research model with 11 hypotheses on determinants was developed and empirically evaluated via a survey of 94 typical building contractors in Hong Kong using a partial least-squares structural equation modeling technique. The results indicate that relative advantage, top management support, organizational readiness, market competitive pressure, and high costs are significantly related to the adoption, among which top management support is most influential. A two-stage conceptual framework is derived that provides theoretical insights on the determinants and reveals the complexities and influence dynamics of determinants on the adoption during technology development. The findings offer useful suggestions for the effective development of robots for building works and lay a foundation for construction innovation adoption in a wider context.","[Pan, Mi; Pan, Wei] Univ Hong Kong, Dept Civil Engn, Pokfulam, Hong Kong, Peoples R China","Pan, M (corresponding author), Univ Hong Kong, Dept Civil Engn, Pokfulam, Hong Kong, Peoples R China.",panmi@connect.hku.hk; wpan@hku.hk,"Pan, Wei/F-9783-2012; Pan, Mi/AAX-6112-2020","Pan, Wei/0000-0002-2720-3073; Pan, Mi/0000-0002-5134-8205",,,,55,2,2,13,31,ASCE-AMER SOC CIVIL ENGINEERS,RESTON,"1801 ALEXANDER BELL DR, RESTON, VA 20191-4400 USA",0733-9364,1943-7862,,J CONSTR ENG M,J. Constr. Eng. Manage.,MAY 1,2020,146,5,,,,,,,4020040,10.1061/(ASCE)CO.1943-7862.0001821,,,12,"Construction & Building Technology; Engineering, Industrial; Engineering, Civil",Construction & Building Technology; Engineering,KW5HU,WOS:000521196700023,,,,,2021-10-10,
J,"Huang, WH; Tserng, HP; Jaselskis, EJ; Lee, SY",,,,"Huang, Wen-Haw; Tserng, H. Ping; Jaselskis, Edward J.; Lee, Shu-Yi",,,Dynamic Threshold Cash Flow-Based Structural Model for Contractor Financial Prequalification,JOURNAL OF CONSTRUCTION ENGINEERING AND MANAGEMENT,,,English,Article,,,,,,Contractor financial prequalification; Credit risk; Dynamic threshold; Cash flow structural model; Receiver operating characteristic curve; Quantitative methods,FUZZY-SETS; CREDIT SPREADS; RATIOS; INFORMATION; PREDICTION; BANKRUPTCY; SELECTION; FAILURE,"It is important for project owners to select only those construction contractors who are uniquely qualified to perform the work because this leads to the greatest chance for achieving project success. Owners typically screen contractors by using the following key criteria: financial stability, technical ability, management capability, health and safety, and reputation. This study focuses primarily on the construction contractor's financial stability during the prequalification phase and employs a dynamic threshold cash flow based structural model (DCFM) to assess the credit quality score for each construction contractor. This model differs from the existing credit model because it only requires accounting statement information; thus, it is applicable to both publicly listed and private construction contractors. Moreover, only a small portion of companies are rated in the construction industry; this model is especially useful for owners to assess the credit quality of unrated construction companies. The Standard & Poor's issuer credit rating is used as the benchmark to evaluate the model's discrimination ability to differentiate financially qualified contractors from unqualified contractors. Additionally, the validation indicator area under curve (AUC) is utilized to demonstrate whether the DCFM can identify different credit grade firms according to the model's credit quality scores. The AUC results of the first three years of this model are 0.861, 0.833, and 0.819, indicating that this model achieves excellent discriminatory ability and is useful for assessing the credit risk of construction contractors. (C) 2014 American Society of Civil Engineers.","[Huang, Wen-Haw; Tserng, H. Ping; Lee, Shu-Yi] Natl Taiwan Univ, Dept Civil Engn, Taipei 106, Taiwan; [Huang, Wen-Haw] Long Reign Dev Co, Taipei 106, Taiwan; [Jaselskis, Edward J.] N Carolina State Univ, Dept Civil Construct & Environm Engn, Raleigh, NC 27695 USA","Tserng, HP (corresponding author), Natl Taiwan Univ, Dept Civil Engn, 1 Roosevelt Rd,Sec 4, Taipei 106, Taiwan.",d99521008@ntu.edu.tw; hptserng@ntu.edu.tw; ejjasels@ncsu.edu; r99521706@ntu.edu.tw,,,,,,46,3,3,3,39,ASCE-AMER SOC CIVIL ENGINEERS,RESTON,"1801 ALEXANDER BELL DR, RESTON, VA 20191-4400 USA",0733-9364,1943-7862,,J CONSTR ENG M,J. Constr. Eng. Manage.,OCT,2014,140,10,,,,,,,4014047,10.1061/(ASCE)CO.1943-7862.0000902,,,10,"Construction & Building Technology; Engineering, Industrial; Engineering, Civil",Construction & Building Technology; Engineering,AQ5FF,WOS:000342831200002,,,,,2021-10-10,
J,"Jiang, WP; Lu, YJ; Le, Y",,,,"Jiang, Weiping; Lu, Yujie; Le, Yun",,,Trust and Project Success: A Twofold Perspective between Owners and Contractors,JOURNAL OF MANAGEMENT IN ENGINEERING,,,English,Article,,,,,,Project success; Structural equation modeling (SEM); Calculative trust; Relational trust; Construction industry,INTERPERSONAL-TRUST; BUILDING TRUST; CONSTRUCTION; MODEL; MANAGEMENT; COOPERATION; SELECTION; BUSINESS; RISK; COMMUNICATION,"This research examines the role and nature of the influential relationship between trust and project success in construction projects by using structural equation modeling (SEM) and a large-scale questionnaire survey. Such a relationship is investigated based on three key components: six antecedents of trust as independent variables (reputation, competence, integrity, communication, reciprocity, and contract), two types of trust as mediating variables (calculative and relative trust), and project success as a dependent variable. The results differentiate and compare the perceptions of trust for both owners and contractors in terms of their priority for antecedents of trust, the influential mechanism that connects trust with project success, and the numerical relationship between calculative trust and relational trust. For both parties, relational trust generates a higher impact on project success than calculative trust, but contractors perceived the relationship between relational trust and calculative trust as being linear while owners believed such a relationship is a quadratic function. This research provides new evidence to support the development of trust theory in the construction industry, and it can also help construction practitioners and policymakers to better understand the development and management of trust in the construction industry.","[Jiang, Weiping] Shenzhen Univ, Sch Civil Engn, Shenzhen 518060, Guangdong, Peoples R China; [Lu, Yujie] Natl Univ Singapore, Dept Bldg, 4 Architecture Dr, Singapore 125677, Singapore; [Le, Yun] Tongji Univ, Dept Construct Management & Real Estate, Shanghai 200092, Peoples R China","Lu, YJ (corresponding author), Natl Univ Singapore, Dept Bldg, 4 Architecture Dr, Singapore 125677, Singapore.",swingopen@szu.edu.cn; luy@nus.edu.sg; yunle@kcpm.com.cn,"Lu, Yujie/AAF-1872-2020; Lu, Yujie/K-3003-2014","Lu, Yujie/0000-0002-9585-0192",,,,123,42,42,12,133,ASCE-AMER SOC CIVIL ENGINEERS,RESTON,"1801 ALEXANDER BELL DR, RESTON, VA 20191-4400 USA",0742-597X,1943-5479,,J MANAGE ENG,J. Manage. Eng.,NOV,2016,32,6,,,,,,,4016022,10.1061/(ASCE)ME.1943-5479.0000469,,,16,"Engineering, Industrial; Engineering, Civil",Engineering,EA1ON,WOS:000386361800016,,,,,2021-10-10,
J,"Sujon, M; Dai, F",,,,"Sujon, Mohhammad; Dai, Fei",,,Social Media Mining for Understanding Traffic Safety Culture in Washington State Using Twitter Data,JOURNAL OF COMPUTING IN CIVIL ENGINEERING,,,English,Article,,,,,,Traffic safety culture; Social media mining; Sentiment analysis; Topic modeling,SEAT-BELT USE; SENTIMENT ANALYSIS,"Traffic safety culture has emerged as a significant factor in support of the recognition of existing traffic safety policies and programs and as a contextual variable to describe high-risk behaviors of drivers. However, it is an arduous task to understand people's beliefs and attitudes that collectively make up traffic safety-related influences. The growing acceptance of social media platforms such as Facebook and Twitter have spurred great interest in massive data collection and its use in conducting a comprehensive analysis of people's viewpoints on a particular topic. This study applied social media mining to shed light on traffic safety culture in the state of Washington. To this end, the researchers collected traffic safety-related tweets over the past 4 years in Washington based on a set of keywords. After cleaning and reprocessing, the collected tweets were used in sentiment analysis using Linguistic Inquiry and Word Count (LIWC) to measure the public's beliefs and attitudes toward the importance of traffic safety, possibility of zero fatalities, usefulness of traffic law enforcement, and six types of high-risk behaviors, including impaired driving, speeding, distracted driving, unrestrained vehicle occupants, teenage drivers, and older drivers. Next, the topic modeling technique was applied to discover important latent topics related to traffic safety culture. This research, which capitalizes on social media mining, overcomes the limitations of the conventional survey method, which are time-consuming and costly. The generated information may facilitate understanding of the barriers to preventing fatal traffic accidents in Washington and around the country and developing solutions to overcome them.","[Sujon, Mohhammad; Dai, Fei] West Virginia Univ, Dept Civil & Environm Engn, POB 6103, Morgantown, WV 26506 USA","Dai, F (corresponding author), West Virginia Univ, Dept Civil & Environm Engn, POB 6103, Morgantown, WV 26506 USA.",mas0130@mix.wvu.edu; fei.dai@mail.wvu.edu,,,Washington Traffic Safety Commission (WTSC),This research was supported by the Washington Traffic Safety Commission (WTSC). The authors are grateful for the support.,,75,1,1,8,8,ASCE-AMER SOC CIVIL ENGINEERS,RESTON,"1801 ALEXANDER BELL DR, RESTON, VA 20191-4400 USA",0887-3801,1943-5487,,J COMPUT CIVIL ENG,J. Comput. Civil. Eng.,JAN 1,2021,35,1,,,,,,,4020059,10.1061/(ASCE)CP.1943-5487.0000943,,,16,"Computer Science, Interdisciplinary Applications; Engineering, Civil",Computer Science; Engineering,TH8LV,WOS:000672336100006,,,,,2021-10-10,
